"","yrwk","year","week","cases","casesSouth","casesWest","casesEast","pop","popSouth","popWest","popEast"
"423",200307,2003,7,0,0,0,0,3369844,476604,850202,1412273
"424",200308,2003,8,1,1,0,0,3369844,476604,850202,1412273
"425",200309,2003,9,1,1,0,0,3369844,476604,850202,1412273
"426",200310,2003,10,2,1,0,1,3369844,476604,850202,1412273
"427",200311,2003,11,0,0,0,0,3369844,476604,850202,1412273
"428",200312,2003,12,2,2,0,0,3369844,476604,850202,1412273
"429",200313,2003,13,2,2,0,0,3369844,476604,850202,1412273
"430",200314,2003,14,0,0,0,0,3369844,476604,850202,1412273
"431",200315,2003,15,0,0,0,0,3369844,476604,850202,1412273
"432",200316,2003,16,0,0,0,0,3369844,476604,850202,1412273
"433",200317,2003,17,3,1,1,0,3369844,476604,850202,1412273
"434",200318,2003,18,0,0,0,1,3369844,476604,850202,1412273
"435",200319,2003,19,0,0,0,0,3369844,476604,850202,1412273
"436",200320,2003,20,1,0,1,0,3369844,476604,850202,1412273
"437",200321,2003,21,1,0,0,1,3369844,476604,850202,1412273
"438",200322,2003,22,1,1,0,0,3369844,476604,850202,1412273
"439",200323,2003,23,0,0,0,0,3369844,476604,850202,1412273
"440",200324,2003,24,1,1,0,0,3369844,476604,850202,1412273
"441",200325,2003,25,1,1,0,0,3369844,476604,850202,1412273
"442",200326,2003,26,1,1,0,0,3369844,476604,850202,1412273
"443",200327,2003,27,0,0,0,0,3369844,476604,850202,1412273
"444",200328,2003,28,1,1,0,0,3369844,476604,850202,1412273
"445",200329,2003,29,2,1,0,0,3369844,476604,850202,1412273
"446",200330,2003,30,2,2,0,0,3369844,476604,850202,1412273
"447",200331,2003,31,1,1,0,0,3369844,476604,850202,1412273
"448",200332,2003,32,3,1,2,0,3369844,476604,850202,1412273
"449",200333,2003,33,1,1,0,0,3369844,476604,850202,1412273
"450",200334,2003,34,2,1,0,1,3369844,476604,850202,1412273
"451",200335,2003,35,3,2,1,0,3369844,476604,850202,1412273
"452",200336,2003,36,1,1,0,0,3369844,476604,850202,1412273
"453",200337,2003,37,1,1,0,0,3369844,476604,850202,1412273
"454",200338,2003,38,6,2,2,1,3369844,476604,850202,1412273
"455",200339,2003,39,8,4,1,1,3369844,476604,850202,1412273
"456",200340,2003,40,4,4,0,0,3369844,476604,850202,1412273
"457",200341,2003,41,8,6,2,0,3369844,476604,850202,1412273
"458",200342,2003,42,5,5,0,0,3369844,476604,850202,1412273
"459",200343,2003,43,1,1,0,0,3369844,476604,850202,1412273
"460",200344,2003,44,4,3,1,0,3369844,476604,850202,1412273
"461",200345,2003,45,0,0,0,0,3369844,476604,850202,1412273
"462",200346,2003,46,1,0,0,1,3369844,476604,850202,1412273
"463",200347,2003,47,3,1,2,0,3369844,476604,850202,1412273
"464",200348,2003,48,6,6,0,0,3369844,476604,850202,1412273
"465",200349,2003,49,1,1,0,0,3369844,476604,850202,1412273
"466",200350,2003,50,2,1,1,0,3369844,476604,850202,1412273
"467",200351,2003,51,2,1,1,0,3369844,476604,850202,1412273
"468",200352,2003,52,4,4,0,0,3369844,476604,850202,1412273
"469",200401,2004,1,0,0,0,0,3387101,478936,856237,1418825
"470",200402,2004,2,2,1,1,0,3387101,478936,856237,1418825
"471",200403,2004,3,1,1,0,0,3387101,478936,856237,1418825
"472",200404,2004,4,2,1,1,0,3387101,478936,856237,1418825
"473",200405,2004,5,0,0,0,0,3387101,478936,856237,1418825
"474",200406,2004,6,4,1,1,1,3387101,478936,856237,1418825
"475",200407,2004,7,1,0,1,1,3387101,478936,856237,1418825
"476",200408,2004,8,1,1,0,0,3387101,478936,856237,1418825
"477",200409,2004,9,1,1,0,0,3387101,478936,856237,1418825
"478",200410,2004,10,1,0,1,0,3387101,478936,856237,1418825
"479",200411,2004,11,2,2,0,0,3387101,478936,856237,1418825
"480",200412,2004,12,2,1,0,0,3387101,478936,856237,1418825
"481",200413,2004,13,1,1,0,0,3387101,478936,856237,1418825
"482",200414,2004,14,1,1,0,0,3387101,478936,856237,1418825
"483",200415,2004,15,0,0,0,0,3387101,478936,856237,1418825
"484",200416,2004,16,0,0,0,0,3387101,478936,856237,1418825
"485",200417,2004,17,0,0,0,0,3387101,478936,856237,1418825
"486",200418,2004,18,0,0,0,0,3387101,478936,856237,1418825
"487",200419,2004,19,2,0,1,0,3387101,478936,856237,1418825
"488",200420,2004,20,1,0,0,2,3387101,478936,856237,1418825
"489",200421,2004,21,3,2,1,0,3387101,478936,856237,1418825
"490",200422,2004,22,1,1,0,0,3387101,478936,856237,1418825
"491",200423,2004,23,0,0,0,0,3387101,478936,856237,1418825
"492",200424,2004,24,1,0,1,0,3387101,478936,856237,1418825
"493",200425,2004,25,1,1,0,0,3387101,478936,856237,1418825
"494",200426,2004,26,1,1,0,0,3387101,478936,856237,1418825
"495",200427,2004,27,4,2,2,0,3387101,478936,856237,1418825
"496",200428,2004,28,1,1,0,0,3387101,478936,856237,1418825
"497",200429,2004,29,2,1,1,0,3387101,478936,856237,1418825
"498",200430,2004,30,1,0,1,0,3387101,478936,856237,1418825
"499",200431,2004,31,2,1,0,0,3387101,478936,856237,1418825
"500",200432,2004,32,5,3,2,1,3387101,478936,856237,1418825
"501",200433,2004,33,4,1,1,1,3387101,478936,856237,1418825
"502",200434,2004,34,2,1,1,1,3387101,478936,856237,1418825
"503",200435,2004,35,10,5,4,1,3387101,478936,856237,1418825
"504",200436,2004,36,5,2,1,0,3387101,478936,856237,1418825
"505",200437,2004,37,9,6,1,2,3387101,478936,856237,1418825
"506",200438,2004,38,7,5,1,2,3387101,478936,856237,1418825
"507",200439,2004,39,6,1,4,1,3387101,478936,856237,1418825
"508",200440,2004,40,9,4,1,2,3387101,478936,856237,1418825
"509",200441,2004,41,12,7,4,2,3387101,478936,856237,1418825
"510",200442,2004,42,2,0,0,2,3387101,478936,856237,1418825
"511",200443,2004,43,5,2,1,1,3387101,478936,856237,1418825
"512",200444,2004,44,3,3,0,1,3387101,478936,856237,1418825
"513",200445,2004,45,4,2,2,0,3387101,478936,856237,1418825
"514",200446,2004,46,8,3,2,0,3387101,478936,856237,1418825
"515",200447,2004,47,7,6,0,4,3387101,478936,856237,1418825
"516",200448,2004,48,7,4,1,0,3387101,478936,856237,1418825
"517",200449,2004,49,2,0,2,2,3387101,478936,856237,1418825
"518",200450,2004,50,3,2,0,0,3387101,478936,856237,1418825
"519",200451,2004,51,3,0,1,2,3387101,478936,856237,1418825
"520",200452,2004,52,1,1,0,0,3387101,478936,856237,1418825
"521",200501,2005,1,2,1,0,1,3408002,481351,862118,1428947
"522",200502,2005,2,1,0,0,1,3408002,481351,862118,1428947
"523",200503,2005,3,0,0,0,0,3408002,481351,862118,1428947
"524",200504,2005,4,1,1,0,0,3408002,481351,862118,1428947
"525",200505,2005,5,3,1,1,0,3408002,481351,862118,1428947
"526",200506,2005,6,2,2,0,0,3408002,481351,862118,1428947
"527",200507,2005,7,4,4,0,0,3408002,481351,862118,1428947
"528",200508,2005,8,0,0,0,0,3408002,481351,862118,1428947
"529",200509,2005,9,0,0,0,0,3408002,481351,862118,1428947
"530",200510,2005,10,1,1,0,0,3408002,481351,862118,1428947
"531",200511,2005,11,1,1,0,0,3408002,481351,862118,1428947
"532",200512,2005,12,1,1,0,0,3408002,481351,862118,1428947
"533",200513,2005,13,5,4,0,1,3408002,481351,862118,1428947
"534",200514,2005,14,1,1,0,0,3408002,481351,862118,1428947
"535",200515,2005,15,2,2,0,0,3408002,481351,862118,1428947
"536",200516,2005,16,0,0,0,0,3408002,481351,862118,1428947
"537",200517,2005,17,3,3,0,0,3408002,481351,862118,1428947
"538",200518,2005,18,0,0,0,0,3408002,481351,862118,1428947
"539",200519,2005,19,3,2,0,0,3408002,481351,862118,1428947
"540",200520,2005,20,2,1,1,0,3408002,481351,862118,1428947
"541",200521,2005,21,2,2,0,0,3408002,481351,862118,1428947
"542",200522,2005,22,4,4,0,0,3408002,481351,862118,1428947
"543",200523,2005,23,5,2,1,1,3408002,481351,862118,1428947
"544",200524,2005,24,5,4,0,1,3408002,481351,862118,1428947
"545",200525,2005,25,3,1,1,1,3408002,481351,862118,1428947
"546",200526,2005,26,2,2,0,0,3408002,481351,862118,1428947
"547",200527,2005,27,2,1,0,0,3408002,481351,862118,1428947
"548",200528,2005,28,1,0,1,0,3408002,481351,862118,1428947
"549",200529,2005,29,5,4,1,0,3408002,481351,862118,1428947
"550",200530,2005,30,4,1,1,2,3408002,481351,862118,1428947
"551",200531,2005,31,5,3,2,0,3408002,481351,862118,1428947
"552",200532,2005,32,4,3,0,1,3408002,481351,862118,1428947
"553",200533,2005,33,3,1,2,0,3408002,481351,862118,1428947
"554",200534,2005,34,4,3,1,0,3408002,481351,862118,1428947
"555",200535,2005,35,12,5,6,1,3408002,481351,862118,1428947
"556",200536,2005,36,7,6,1,0,3408002,481351,862118,1428947
"557",200537,2005,37,5,2,0,3,3408002,481351,862118,1428947
"558",200538,2005,38,11,5,2,3,3408002,481351,862118,1428947
"559",200539,2005,39,4,1,2,1,3408002,481351,862118,1428947
"560",200540,2005,40,4,2,1,1,3408002,481351,862118,1428947
"561",200541,2005,41,6,2,1,3,3408002,481351,862118,1428947
"562",200542,2005,42,2,2,0,0,3408002,481351,862118,1428947
"563",200543,2005,43,5,4,0,2,3408002,481351,862118,1428947
"564",200544,2005,44,7,6,0,0,3408002,481351,862118,1428947
"565",200545,2005,45,6,3,3,0,3408002,481351,862118,1428947
"566",200546,2005,46,8,3,3,2,3408002,481351,862118,1428947
"567",200547,2005,47,6,6,0,0,3408002,481351,862118,1428947
"568",200548,2005,48,5,2,3,0,3408002,481351,862118,1428947
"569",200549,2005,49,8,6,2,0,3408002,481351,862118,1428947
"570",200550,2005,50,2,0,2,0,3408002,481351,862118,1428947
"571",200551,2005,51,4,3,0,0,3408002,481351,862118,1428947
"572",200552,2005,52,2,0,1,1,3408002,481351,862118,1428947
"573",200601,2006,1,2,1,0,1,3434233,483692,869793,1442103
"574",200602,2006,2,8,5,3,0,3434233,483692,869793,1442103
"575",200603,2006,3,5,4,0,1,3434233,483692,869793,1442103
"576",200604,2006,4,3,2,0,1,3434233,483692,869793,1442103
"577",200605,2006,5,2,1,1,0,3434233,483692,869793,1442103
"578",200606,2006,6,3,3,0,0,3434233,483692,869793,1442103
"579",200607,2006,7,1,0,1,0,3434233,483692,869793,1442103
"580",200608,2006,8,0,0,0,0,3434233,483692,869793,1442103
"581",200609,2006,9,1,1,0,0,3434233,483692,869793,1442103
"582",200610,2006,10,2,1,1,0,3434233,483692,869793,1442103
"583",200611,2006,11,1,0,0,1,3434233,483692,869793,1442103
"584",200612,2006,12,1,0,0,1,3434233,483692,869793,1442103
"585",200613,2006,13,4,4,0,0,3434233,483692,869793,1442103
"586",200614,2006,14,2,0,1,1,3434233,483692,869793,1442103
"587",200615,2006,15,1,1,0,0,3434233,483692,869793,1442103
"588",200616,2006,16,1,0,1,0,3434233,483692,869793,1442103
"589",200617,2006,17,2,2,0,0,3434233,483692,869793,1442103
"590",200618,2006,18,3,2,0,1,3434233,483692,869793,1442103
"591",200619,2006,19,4,2,0,2,3434233,483692,869793,1442103
"592",200620,2006,20,2,2,0,0,3434233,483692,869793,1442103
"593",200621,2006,21,1,0,0,1,3434233,483692,869793,1442103
"594",200622,2006,22,3,3,0,0,3434233,483692,869793,1442103
"595",200623,2006,23,2,1,1,0,3434233,483692,869793,1442103
"596",200624,2006,24,2,2,0,0,3434233,483692,869793,1442103
"597",200625,2006,25,0,0,0,0,3434233,483692,869793,1442103
"598",200626,2006,26,1,0,0,1,3434233,483692,869793,1442103
"599",200627,2006,27,2,0,1,1,3434233,483692,869793,1442103
"600",200628,2006,28,1,1,0,0,3434233,483692,869793,1442103
"601",200629,2006,29,5,1,0,3,3434233,483692,869793,1442103
"602",200630,2006,30,8,4,1,3,3434233,483692,869793,1442103
"603",200631,2006,31,7,1,3,3,3434233,483692,869793,1442103
"604",200632,2006,32,5,3,1,1,3434233,483692,869793,1442103
"605",200633,2006,33,8,4,1,2,3434233,483692,869793,1442103
"606",200634,2006,34,4,2,2,0,3434233,483692,869793,1442103
"607",200635,2006,35,7,5,2,0,3434233,483692,869793,1442103
"608",200636,2006,36,10,3,4,3,3434233,483692,869793,1442103
"609",200637,2006,37,15,9,6,0,3434233,483692,869793,1442103
"610",200638,2006,38,4,1,3,1,3434233,483692,869793,1442103
"611",200639,2006,39,10,6,3,0,3434233,483692,869793,1442103
"612",200640,2006,40,4,1,2,0,3434233,483692,869793,1442103
"613",200641,2006,41,8,4,4,0,3434233,483692,869793,1442103
"614",200642,2006,42,10,6,2,1,3434233,483692,869793,1442103
"615",200643,2006,43,5,1,4,0,3434233,483692,869793,1442103
"616",200644,2006,44,6,2,3,1,3434233,483692,869793,1442103
"617",200645,2006,45,4,2,1,0,3434233,483692,869793,1442103
"618",200646,2006,46,2,1,0,0,3434233,483692,869793,1442103
"619",200647,2006,47,6,3,0,3,3434233,483692,869793,1442103
"620",200648,2006,48,8,4,3,1,3434233,483692,869793,1442103
"621",200649,2006,49,6,3,2,1,3434233,483692,869793,1442103
"622",200650,2006,50,2,2,0,0,3434233,483692,869793,1442103
"623",200651,2006,51,3,1,2,0,3434233,483692,869793,1442103
"624",200652,2006,52,3,2,1,0,3434233,483692,869793,1442103
"625",200701,2007,1,2,1,1,0,3466933,486863,879405,1458606
"626",200702,2007,2,2,0,0,2,3466933,486863,879405,1458606
"627",200703,2007,3,5,2,2,1,3466933,486863,879405,1458606
"628",200704,2007,4,4,2,1,1,3466933,486863,879405,1458606
"629",200705,2007,5,0,0,0,0,3466933,486863,879405,1458606
"630",200706,2007,6,2,2,0,0,3466933,486863,879405,1458606
"631",200707,2007,7,1,1,0,0,3466933,486863,879405,1458606
"632",200708,2007,8,3,2,0,0,3466933,486863,879405,1458606
"633",200709,2007,9,0,0,0,0,3466933,486863,879405,1458606
"634",200710,2007,10,2,1,1,0,3466933,486863,879405,1458606
"635",200711,2007,11,4,3,1,0,3466933,486863,879405,1458606
"636",200712,2007,12,7,7,0,0,3466933,486863,879405,1458606
"637",200713,2007,13,3,3,0,0,3466933,486863,879405,1458606
"638",200714,2007,14,1,1,0,0,3466933,486863,879405,1458606
"639",200715,2007,15,2,1,1,0,3466933,486863,879405,1458606
"640",200716,2007,16,3,2,1,0,3466933,486863,879405,1458606
"641",200717,2007,17,0,0,0,0,3466933,486863,879405,1458606
"642",200718,2007,18,2,2,0,0,3466933,486863,879405,1458606
"643",200719,2007,19,3,3,0,0,3466933,486863,879405,1458606
"644",200720,2007,20,3,3,0,0,3466933,486863,879405,1458606
"645",200721,2007,21,3,0,0,1,3466933,486863,879405,1458606
"646",200722,2007,22,3,1,2,0,3466933,486863,879405,1458606
"647",200723,2007,23,1,0,0,1,3466933,486863,879405,1458606
"648",200724,2007,24,4,3,0,1,3466933,486863,879405,1458606
"649",200725,2007,25,3,2,1,0,3466933,486863,879405,1458606
"650",200726,2007,26,2,0,2,0,3466933,486863,879405,1458606
"651",200727,2007,27,3,2,1,0,3466933,486863,879405,1458606
"652",200728,2007,28,4,1,1,2,3466933,486863,879405,1458606
"653",200729,2007,29,6,1,3,2,3466933,486863,879405,1458606
"654",200730,2007,30,1,1,0,0,3466933,486863,879405,1458606
"655",200731,2007,31,8,3,5,0,3466933,486863,879405,1458606
"656",200732,2007,32,8,2,5,1,3466933,486863,879405,1458606
"657",200733,2007,33,4,0,3,1,3466933,486863,879405,1458606
"658",200734,2007,34,7,3,3,1,3466933,486863,879405,1458606
"659",200735,2007,35,10,4,4,2,3466933,486863,879405,1458606
"660",200736,2007,36,3,1,1,1,3466933,486863,879405,1458606
"661",200737,2007,37,9,2,3,3,3466933,486863,879405,1458606
"662",200738,2007,38,9,3,4,0,3466933,486863,879405,1458606
"663",200739,2007,39,5,2,3,0,3466933,486863,879405,1458606
"664",200740,2007,40,10,4,3,3,3466933,486863,879405,1458606
"665",200741,2007,41,5,3,1,0,3466933,486863,879405,1458606
"666",200742,2007,42,6,2,2,2,3466933,486863,879405,1458606
"667",200743,2007,43,6,3,3,0,3466933,486863,879405,1458606
"668",200744,2007,44,12,6,4,1,3466933,486863,879405,1458606
"669",200745,2007,45,6,5,1,0,3466933,486863,879405,1458606
"670",200746,2007,46,7,6,0,0,3466933,486863,879405,1458606
"671",200747,2007,47,3,1,0,1,3466933,486863,879405,1458606
"672",200748,2007,48,0,0,0,0,3466933,486863,879405,1458606
"673",200749,2007,49,4,1,2,0,3466933,486863,879405,1458606
"674",200750,2007,50,3,1,2,0,3466933,486863,879405,1458606
"675",200751,2007,51,4,1,2,1,3466933,486863,879405,1458606
"676",200752,2007,52,1,1,0,0,3466933,486863,879405,1458606
"677",200801,2008,1,0,0,0,0,3514225,492564,893006,1481839
"678",200802,2008,2,5,3,1,1,3514225,492564,893006,1481839
"679",200803,2008,3,6,2,2,2,3514225,492564,893006,1481839
"680",200804,2008,4,1,0,0,1,3514225,492564,893006,1481839
"681",200805,2008,5,2,1,0,0,3514225,492564,893006,1481839
"682",200806,2008,6,3,3,0,0,3514225,492564,893006,1481839
"683",200807,2008,7,7,3,3,1,3514225,492564,893006,1481839
"684",200808,2008,8,2,0,0,1,3514225,492564,893006,1481839
"685",200809,2008,9,1,0,0,1,3514225,492564,893006,1481839
"686",200810,2008,10,3,0,0,3,3514225,492564,893006,1481839
"687",200811,2008,11,7,3,1,3,3514225,492564,893006,1481839
"688",200812,2008,12,1,1,0,0,3514225,492564,893006,1481839
"689",200813,2008,13,4,2,1,0,3514225,492564,893006,1481839
"690",200814,2008,14,1,0,0,0,3514225,492564,893006,1481839
"691",200815,2008,15,5,3,1,2,3514225,492564,893006,1481839
"692",200816,2008,16,3,2,0,1,3514225,492564,893006,1481839
"693",200817,2008,17,1,0,0,0,3514225,492564,893006,1481839
"694",200818,2008,18,5,3,0,2,3514225,492564,893006,1481839
"695",200819,2008,19,1,1,0,1,3514225,492564,893006,1481839
"696",200820,2008,20,4,4,0,0,3514225,492564,893006,1481839
"697",200821,2008,21,7,3,1,3,3514225,492564,893006,1481839
"698",200822,2008,22,3,1,2,0,3514225,492564,893006,1481839
"699",200823,2008,23,1,1,0,0,3514225,492564,893006,1481839
"700",200824,2008,24,8,5,0,2,3514225,492564,893006,1481839
"701",200825,2008,25,5,2,2,2,3514225,492564,893006,1481839
"702",200826,2008,26,3,3,0,0,3514225,492564,893006,1481839
"703",200827,2008,27,1,0,1,0,3514225,492564,893006,1481839
"704",200828,2008,28,5,1,2,1,3514225,492564,893006,1481839
"705",200829,2008,29,4,1,0,2,3514225,492564,893006,1481839
"706",200830,2008,30,1,0,0,0,3514225,492564,893006,1481839
"707",200831,2008,31,2,0,1,1,3514225,492564,893006,1481839
"708",200832,2008,32,11,4,2,3,3514225,492564,893006,1481839
"709",200833,2008,33,7,3,1,5,3514225,492564,893006,1481839
"710",200834,2008,34,9,3,5,0,3514225,492564,893006,1481839
"711",200835,2008,35,12,4,4,2,3514225,492564,893006,1481839
"712",200836,2008,36,5,1,4,0,3514225,492564,893006,1481839
"713",200837,2008,37,9,5,1,1,3514225,492564,893006,1481839
"714",200838,2008,38,8,1,2,4,3514225,492564,893006,1481839
"715",200839,2008,39,14,6,5,3,3514225,492564,893006,1481839
"716",200840,2008,40,6,1,2,2,3514225,492564,893006,1481839
"717",200841,2008,41,8,1,3,2,3514225,492564,893006,1481839
"718",200842,2008,42,7,1,2,4,3514225,492564,893006,1481839
"719",200843,2008,43,12,4,2,5,3514225,492564,893006,1481839
"720",200844,2008,44,3,2,0,2,3514225,492564,893006,1481839
"721",200845,2008,45,10,3,5,2,3514225,492564,893006,1481839
"722",200846,2008,46,7,2,4,0,3514225,492564,893006,1481839
"723",200847,2008,47,3,0,1,2,3514225,492564,893006,1481839
"724",200848,2008,48,1,0,1,0,3514225,492564,893006,1481839
"725",200849,2008,49,2,0,1,1,3514225,492564,893006,1481839
"726",200850,2008,50,8,0,5,1,3514225,492564,893006,1481839
"727",200851,2008,51,2,2,0,0,3514225,492564,893006,1481839
"728",200852,2008,52,0,0,0,0,3514225,492564,893006,1481839
"729",200901,2009,1,2,1,1,0,3567822,498850,908229,1507594
"730",200902,2009,2,5,3,2,0,3567822,498850,908229,1507594
"731",200903,2009,3,1,1,0,0,3567822,498850,908229,1507594
"732",200904,2009,4,0,0,0,0,3567822,498850,908229,1507594
"733",200905,2009,5,3,1,0,0,3567822,498850,908229,1507594
"734",200906,2009,6,1,1,0,1,3567822,498850,908229,1507594
"735",200907,2009,7,3,0,2,1,3567822,498850,908229,1507594
"736",200908,2009,8,1,1,0,0,3567822,498850,908229,1507594
"737",200909,2009,9,2,1,1,0,3567822,498850,908229,1507594
"738",200910,2009,10,1,1,0,0,3567822,498850,908229,1507594
"739",200911,2009,11,2,1,0,0,3567822,498850,908229,1507594
"740",200912,2009,12,1,0,1,1,3567822,498850,908229,1507594
"741",200913,2009,13,3,1,2,0,3567822,498850,908229,1507594
"742",200914,2009,14,3,1,1,0,3567822,498850,908229,1507594
"743",200915,2009,15,1,1,0,0,3567822,498850,908229,1507594
"744",200916,2009,16,1,1,0,0,3567822,498850,908229,1507594
"745",200917,2009,17,3,1,1,1,3567822,498850,908229,1507594
"746",200918,2009,18,1,0,0,1,3567822,498850,908229,1507594
"747",200919,2009,19,2,1,1,0,3567822,498850,908229,1507594
"748",200920,2009,20,2,0,2,0,3567822,498850,908229,1507594
"749",200921,2009,21,3,2,0,0,3567822,498850,908229,1507594
"750",200922,2009,22,1,1,0,1,3567822,498850,908229,1507594
"751",200923,2009,23,1,1,0,0,3567822,498850,908229,1507594
"752",200924,2009,24,3,0,1,0,3567822,498850,908229,1507594
"753",200925,2009,25,1,0,1,2,3567822,498850,908229,1507594
"754",200926,2009,26,2,0,0,0,3567822,498850,908229,1507594
"755",200927,2009,27,5,1,2,1,3567822,498850,908229,1507594
"756",200928,2009,28,5,1,1,3,3567822,498850,908229,1507594
"757",200929,2009,29,7,0,3,3,3567822,498850,908229,1507594
"758",200930,2009,30,4,1,2,2,3567822,498850,908229,1507594
"759",200931,2009,31,2,2,0,0,3567822,498850,908229,1507594
"760",200932,2009,32,8,4,2,1,3567822,498850,908229,1507594
"761",200933,2009,33,3,1,2,1,3567822,498850,908229,1507594
"762",200934,2009,34,4,1,1,1,3567822,498850,908229,1507594
"763",200935,2009,35,7,3,1,4,3567822,498850,908229,1507594
"764",200936,2009,36,10,4,3,1,3567822,498850,908229,1507594
"765",200937,2009,37,6,2,2,2,3567822,498850,908229,1507594
"766",200938,2009,38,8,2,4,4,3567822,498850,908229,1507594
"767",200939,2009,39,12,3,6,0,3567822,498850,908229,1507594
"768",200940,2009,40,10,5,2,4,3567822,498850,908229,1507594
"769",200941,2009,41,8,2,0,2,3567822,498850,908229,1507594
"770",200942,2009,42,7,0,4,6,3567822,498850,908229,1507594
"771",200943,2009,43,2,1,0,3,3567822,498850,908229,1507594
"772",200944,2009,44,7,4,0,0,3567822,498850,908229,1507594
"773",200945,2009,45,4,1,3,3,3567822,498850,908229,1507594
"774",200946,2009,46,4,0,1,1,3567822,498850,908229,1507594
"775",200947,2009,47,9,4,3,2,3567822,498850,908229,1507594
"776",200948,2009,48,4,2,0,2,3567822,498850,908229,1507594
"777",200949,2009,49,3,2,1,1,3567822,498850,908229,1507594
"778",200950,2009,50,5,3,0,0,3567822,498850,908229,1507594
"779",200951,2009,51,3,1,2,2,3567822,498850,908229,1507594
"780",200952,2009,52,0,0,0,0,3567822,498850,908229,1507594
